WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE
"POINT (135.233291649258 -18.1167137652921)","256731",NT_10150,"10150",Adder Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.1167,135.2333,NT,2024/03/01 01:51:43
"POINT (134.916691694976 -20.6000137544851)","256732",NT_10475,"10475",Atetherre Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.6,134.9167,NT,2024/03/01 01:51:43
"POINT (133.671391689836 -24.9183137510036)","256733",NT_10479,"10479",Atlalweynimma Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-24.9183,133.6714,NT,2024/03/01 01:51:43
"POINT (135.025391791837 -23.5811137296678)","256734",NT_10492,"10492",Atniempa Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.5811,135.0254,NT,2024/03/01 01:51:43
"POINT (134.145791592066 -19.0150137843251)","256735",NT_10496,"10496",Attack Creek Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.015,134.1458,NT,2024/03/01 01:51:43
"POINT (132.2166915132 -23.5333137852194)","256736",NT_10505,"10505",Audantoompantie Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.5333,132.2167,NT,2024/03/01 01:51:43
"POINT (133.3251914796 -16.4603138197916)","256737",NT_10508,"10508",Auld Pond,WATERHOLE,WATER POINT,HYDROLOGY,-16.4603,133.3252,NT,2024/03/01 01:51:43
"POINT (131.222691310206 -12.7429138753568)","256738",NT_10509,"10509",Aulds Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-12.7429,131.2227,NT,2024/03/01 01:51:43
"POINT (134.199991668935 -21.966713761162)","256739",NT_10162,"10162",Adnera Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21.9667,134.2,NT,2024/03/01 01:51:43
"POINT (132.116691502265 -23.4667137870283)","256740",NT_10163,"10163",Adnoondo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.4667,132.1167,NT,2024/03/01 01:51:43
"POINT (134.533291506325 -14.3500138116568)","256741",NT_10174,"10174",Ah Cup Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.35,134.5333,NT,2024/03/01 01:51:43
"POINT (130.103991267081 -15.5948138607902)","256742",NT_10519,"10519",Auvergne Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-15.5948,130.104,NT,2024/03/01 01:51:43
"POINT (135.119391571806 -15.5982137877825)","256743",NT_10525,"10525",Awurriyarra Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.5982,135.1194,NT,2024/03/01 01:51:43
"POINT (132.152691354136 -12.6920138661969)","256744",NT_21100,"21100",Two Mile Hole,WATERHOLE,WATER POINT,HYDROLOGY,-12.692,132.1527,NT,2024/03/01 01:51:43
"POINT (135.599991765381 -21.0167137332822)","256745",NT_10853,"10853",Birdcage Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21.0167,135.6,NT,2024/03/01 01:51:43
"POINT (133.802691657533 -23.0138137619538)","256746",NT_10187,"10187",Aladdins Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.0138,133.8027,NT,2024/03/01 01:51:43
"POINT (134.764891480163 -12.7795138186632)","256747",NT_10540,"10540",Ba-Kurnungu-Djoernuyi Billabong,WATERHOLE,WATER POINT,HYDROLOGY,-12.7795,134.7649,NT,2024/03/01 01:51:43
"POINT (134.772991480765 -12.7883138184023)","256748",NT_10542,"10542",Ba-Rdumrdun Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-12.7883,134.773,NT,2024/03/01 01:51:43
"POINT (132.016691388082 -15.933313843237)","256749",NT_10861,"10861",Birrimba Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.9333,132.0167,NT,2024/03/01 01:51:43
"POINT (129.428591228596 -18.3980138421512)","256750",NT_10863,"10863",Birrindudu Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.398,129.4286,NT,2024/03/01 01:51:43
"POINT (137.43329199336 -22.7500136616749)","256751",NT_10871,"10871",Bismarch Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.75,137.4333,NT,2024/03/01 01:51:43
"POINT (135.333291612461 -16.58331377455)","256752",NT_10569,"10569",Balbirini Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.5833,135.3333,NT,2024/03/01 01:51:43
"POINT (137.355791861712 -19.6660136880978)","256753",NT_10576,"10576",Baldy Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.666,137.3558,NT,2024/03/01 01:51:43
"POINT (137.116691855685 -20.0000136938337)","256754",NT_10877,"10877",Bitumen Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20,137.1167,NT,2024/03/01 01:51:43
"POINT (137.299991967218 -22.4167136689429)","256755",NT_10228,"10228",Alkea Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.4167,137.3,NT,2024/03/01 01:51:43
"POINT (136.399991714959 -17.5833137360928)","256756",NT_10580,"10580",Ballyaira Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.5833,136.4,NT,2024/03/01 01:51:43
"POINT (130.016691261762 -15.6000138610592)","256757",NT_10581,"10581",Ballyangle Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.6,130.0167,NT,2024/03/01 01:51:43
"POINT (131.215291319978 -13.9154138665704)","256758",NT_10589,"10589",Ban Ban Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-13.9154,131.2153,NT,2024/03/01 01:51:43
"POINT (132.899991432774 -15.3167138356317)","256759",NT_10593,"10593",Banjo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.3167,132.9,NT,2024/03/01 01:51:43
"POINT (136.316691705309 -17.4667137395782)","256760",NT_10601,"10601",Banker Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.4667,136.3167,NT,2024/03/01 01:51:43
"POINT (131.237691322782 -14.0971138650158)","256761",NT_10608,"10608",Banyan Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.0971,131.2377,NT,2024/03/01 01:51:43
"POINT (137.033291851518 -20.0667136961667)","256762",NT_10001,"10001",1 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.0667,137.0333,NT,2024/03/01 01:51:43
"POINT (137.133291865377 -20.2167136915874)","256763",NT_10015,"10015",12 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.2167,137.1333,NT,2024/03/01 01:51:43
"POINT (134.499991611978 -18.7333137785771)","256764",NT_10016,"10016",12 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.7333,134.5,NT,2024/03/01 01:51:43
"POINT (136.449991772281 -19.1500137223288)","256765",NT_10033,"10033",18 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.15,136.45,NT,2024/03/01 01:51:43
"POINT (137.399991895736 -20.4333136805786)","256766",NT_10043,"10043",22 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.4333,137.4,NT,2024/03/01 01:51:43
"POINT (129.459791230527 -18.1034138442147)","256767",NT_10044,"10044",22 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.1034,129.4598,NT,2024/03/01 01:51:43
"POINT (137.755192000972 -22.2281136538631)","256768",NT_10928,"10928",Blackfellow Hole,WATERHOLE,WATER POINT,HYDROLOGY,-22.2281,137.7552,NT,2024/03/01 01:51:43
"POINT (130.757791319077 -17.2898138449676)","256769",NT_10935,"10935",Blackgin Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.2898,130.7578,NT,2024/03/01 01:51:43
"POINT (130.652091290031 -13.9305138704697)","256770",NT_10247,"10247",Alligator Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-13.9305,130.6521,NT,2024/03/01 01:51:43
"POINT (131.758891332349 -12.4163138728001)","256771",NT_10248,"10248",Alligator Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-12.4163,131.7589,NT,2024/03/01 01:51:43
"POINT (129.386391223005 -15.3047138644424)","256772",NT_10252,"10252",Alligator Springs Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.3047,129.3864,NT,2024/03/01 01:51:43
"POINT (129.361791221824 -15.8619138604134)","256773",NT_10253,"10253",Alligator Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.8619,129.3618,NT,2024/03/01 01:51:43
"POINT (133.116691434174 -14.6667138370956)","256774",NT_10254,"10254",Alligator Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.6667,133.1167,NT,2024/03/01 01:51:43
"POINT (137.399991975732 -22.4000136655169)","256775",NT_10256,"10256",Alliriqua Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.4,137.4,NT,2024/03/01 01:51:43
"POINT (133.616691632133 -22.6833137680592)","256776",NT_10259,"10259",Allungra Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.6833,133.6167,NT,2024/03/01 01:51:43
"POINT (136.633291762654 -18.4833137216854)","256777",NT_10267,"10267",Alum Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-18.4833,136.6333,NT,2024/03/01 01:51:43
"POINT (134.960891784342 -23.5431137315923)","256778",NT_10282,"10282",Amarata Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.5431,134.9609,NT,2024/03/01 01:51:43
"POINT (134.483291543527 -16.0167137998065)","256779",NT_10286,"10286",Ambullya Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.0167,134.4833,NT,2024/03/01 01:51:43
"POINT (133.599991500533 -16.6167138135641)","256780",NT_10632,"10632",Barmaranja Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.6167,133.6,NT,2024/03/01 01:51:43
"POINT (132.433291374401 -13.183313858805)","256781",NT_10651,"10651",Barramundie Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-13.1833,132.4333,NT,2024/03/01 01:51:43
"POINT (137.949991936016 -20.3167136612712)","256782",NT_10047,"10047",26 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.3167,137.95,NT,2024/03/01 01:51:43
"POINT (137.683291928045 -20.6500136686487)","256783",NT_10062,"10062",4 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.65,137.6833,NT,2024/03/01 01:51:43
"POINT (134.53329161278 -18.666713778315)","256784",NT_10070,"10070",5 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.6667,134.5333,NT,2024/03/01 01:51:43
"POINT (137.393691887107 -20.2303136823736)","256785",NT_10077,"10077",6 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.2303,137.3937,NT,2024/03/01 01:51:43
"POINT (136.619691783154 -19.0907137173971)","256786",NT_10078,"10078",6 Mile Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.0907,136.6197,NT,2024/03/01 01:51:43
"POINT (134.76669176591 -23.5667137362735)","256787",NT_11679,"11679",Chabbana Waterholes,WATERHOLE,WATER POINT,HYDROLOGY,-23.5667,134.7667,NT,2024/03/01 01:51:43
"POINT (137.533291910108 -20.5167136751523)","256788",NT_11279,"11279",Bucket Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.5167,137.5333,NT,2024/03/01 01:51:43
"POINT (133.283291489957 -17.1500138152935)","256789",NT_11280,"11280",Bucket Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.15,133.2833,NT,2024/03/01 01:51:43
"POINT (134.312891516818 -15.3277138089472)","256790",NT_11291,"11291",Buffalo Hole,WATERHOLE,WATER POINT,HYDROLOGY,-15.3277,134.3129,NT,2024/03/01 01:51:43
"POINT (135.949991649767 -16.5000137581129)","256791",NT_11294,"11294",Buffalo Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-16.5,135.95,NT,2024/03/01 01:51:43
"POINT (135.98329171011 -18.333313742831)","256792",NT_11297,"11297",Buffalo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.3333,135.9833,NT,2024/03/01 01:51:43
"POINT (137.166691960308 -22.550013672605)","256793",NT_11827,"11827",Cockroach Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.55,137.1667,NT,2024/03/01 01:51:43
"POINT (135.799991673932 -17.6000137538259)","256794",NT_11839,"11839",Colabirrian Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.6,135.8,NT,2024/03/01 01:51:43
"POINT (130.913591307283 -14.3729138654676)","256795",NT_11848,"11848",Collah Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.3729,130.9136,NT,2024/03/01 01:51:43
"POINT (134.349991496678 -14.3667138156211)","256796",NT_12213,"12213",Darinji Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.3667,134.35,NT,2024/03/01 01:51:43
"POINT (130.451291276397 -13.376513875697)","256797",NT_12215,"12215",Darkies Hole,WATERHOLE,WATER POINT,HYDROLOGY,-13.3765,130.4513,NT,2024/03/01 01:51:43
"POINT (131.236591313482 -13.0443138729617)","256798",NT_12230,"12230",Dash Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-13.0443,131.2366,NT,2024/03/01 01:51:43
"POINT (134.232191467202 -13.3394138262153)","256799",NT_11299,"11299",Bugarradji Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-13.3394,134.2322,NT,2024/03/01 01:51:43
"POINT (134.516691699897 -22.0500137533649)","256800",NT_11304,"11304",Buggy Camp Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.05,134.5167,NT,2024/03/01 01:51:43
"POINT (133.466691456467 -14.8000138299761)","256801",NT_11308,"11308",Bulbul Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.8,133.4667,NT,2024/03/01 01:51:43
"POINT (137.428291942328 -21.5255136711665)","256802",NT_11312,"11312",Bulgera Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21.5255,137.4283,NT,2024/03/01 01:51:43
"POINT (137.716691927356 -20.5667136680621)","256803",NT_11330,"11330",Bull Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.5667,137.7167,NT,2024/03/01 01:51:43
"POINT (137.733291861402 -18.9333136801998)","256804",NT_11331,"11331",Bull Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.9333,137.7333,NT,2024/03/01 01:51:43
"POINT (136.125791648606 -16.1099137560174)","256805",NT_11696,"11696",Chapman Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-16.1099,136.1258,NT,2024/03/01 01:51:43
"POINT (133.09699143092 -14.5440138383654)","256806",NT_11698,"11698",Charalook Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.544,133.097,NT,2024/03/01 01:51:43
"POINT (134.883291584166 -16.6167137857298)","256807",NT_11862,"11862",Colyer Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-16.6167,134.8833,NT,2024/03/01 01:51:43
"POINT (133.960391537801 -17.2378138017121)","256808",NT_11869,"11869",Condalara Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.2378,133.9604,NT,2024/03/01 01:51:43
"POINT (137.733291937786 -20.7833136657715)","256809",NT_11358,"11358",Bullock Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.7833,137.7333,NT,2024/03/01 01:51:43
"POINT (136.716691777707 -18.7333137170406)","256810",NT_11359,"11359",Bullock Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.7333,136.7167,NT,2024/03/01 01:51:43
"POINT (134.799991526364 -14.5667138037383)","256811",NT_11360,"11360",Bullock Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.5667,134.8,NT,2024/03/01 01:51:43
"POINT (137.910992010428 -22.1202136488339)","256812",NT_11722,"11722",Chelcheta Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.1202,137.911,NT,2024/03/01 01:51:43
"POINT (130.695091291333 -13.7742138713795)","256813",NT_11732,"11732",Chillara Billabong,WATERHOLE,WATER POINT,HYDROLOGY,-13.7742,130.6951,NT,2024/03/01 01:51:43
"POINT (134.449991653216 -20.5000137664121)","256814",NT_11880,"11880",Conglomerate Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.5,134.45,NT,2024/03/01 01:51:43
"POINT (136.533291768711 -18.8667137218953)","256815",NT_11886,"11886",Connells Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-18.8667,136.5333,NT,2024/03/01 01:51:43
"POINT (137.083291781938 -18.1167137096675)","256816",NT_11887,"11887",Connellys Camp Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.1167,137.0833,NT,2024/03/01 01:51:43
"POINT (137.066691778895 -18.0667137106248)","256817",NT_11888,"11888",Connellys Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.0667,137.0667,NT,2024/03/01 01:51:43
"POINT (134.233291605257 -19.2833137804032)","256818",NT_11899,"11899",Coodna Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.2833,134.2333,NT,2024/03/01 01:51:43
"POINT (136.105991647199 -16.1045137566483)","256819",NT_12252,"12252",Day Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-16.1045,136.106,NT,2024/03/01 01:51:43
"POINT (137.633291919752 -20.5500136712576)","256820",NT_12254,"12254",Days Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.55,137.6333,NT,2024/03/01 01:51:43
"POINT (137.716691934304 -20.7333136667723)","256821",NT_12262,"12262",Dead Dog Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.7333,137.7167,NT,2024/03/01 01:51:43
"POINT (135.206991814809 -23.7438137237458)","256822",NT_12270,"12270",Dead Horse Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.7438,135.207,NT,2024/03/01 01:51:43
"POINT (134.166691590922 -18.9000137847432)","256823",NT_12276,"12276",Deagan Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.9,134.1667,NT,2024/03/01 01:51:43
"POINT (132.584591374889 -12.7051138603888)","256824",NT_11740,"11740",Chirracarwoo Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-12.7051,132.5846,NT,2024/03/01 01:51:43
"POINT (132.557791372031 -12.5964138616044)","256825",NT_11905,"11905",Coolaboo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-12.5964,132.5578,NT,2024/03/01 01:51:43
"POINT (137.925491984054 -21.4837136531666)","256826",NT_11918,"11918",Coolibah Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21.4837,137.9255,NT,2024/03/01 01:51:43
"POINT (135.616691743143 -20.2667137384905)","256827",NT_11919,"11919",Coolibah Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.2667,135.6167,NT,2024/03/01 01:51:43
"POINT (136.708291746658 -17.8778137240009)","256828",NT_11920,"11920",Coolibah Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.8778,136.7083,NT,2024/03/01 01:51:43
"POINT (134.849991635979 -18.6500137708998)","256829",NT_11923,"11923",Coolunjie Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.65,134.85,NT,2024/03/01 01:51:43
"POINT (133.349991447953 -14.7000138328376)","256830",NT_11373,"11373",Bullumba Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.7,133.35,NT,2024/03/01 01:51:43
"POINT (134.37579148245 -13.6897138203555)","256831",NT_11376,"11376",Bulman Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-13.6897,134.3758,NT,2024/03/01 01:51:43
"POINT (137.103191832149 -19.4121136988581)","256832",NT_11764,"11764",Cigarette Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.4121,137.1032,NT,2024/03/01 01:51:43
"POINT (131.125791307785 -13.0165138740695)","256833",NT_11928,"11928",Coomalie Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-13.0165,131.1258,NT,2024/03/01 01:51:43
"POINT (132.902991389508 -12.6716138559231)","256834",NT_11933,"11933",Coonjimba Billabong,WATERHOLE,WATER POINT,HYDROLOGY,-12.6716,132.903,NT,2024/03/01 01:51:43
"POINT (132.912591380286 -12.0697138604414)","256835",NT_11935,"11935",Cooper Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-12.0697,132.9126,NT,2024/03/01 01:51:43
"POINT (135.633291692264 -18.5833137509073)","256836",NT_11951,"11951",Corella Hole,WATERHOLE,WATER POINT,HYDROLOGY,-18.5833,135.6333,NT,2024/03/01 01:51:43
"POINT (132.88329138796 -12.6333138565247)","256837",NT_11962,"11962",Corndorl Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-12.6333,132.8833,NT,2024/03/01 01:51:43
"POINT (132.016691387441 -15.8833138436127)","256838",NT_12354,"12354",Dillinya Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.8833,132.0167,NT,2024/03/01 01:51:43
"POINT (137.149991864155 -20.1500136915275)","256839",NT_12369,"12369",Dingo Hole,WATERHOLE,WATER POINT,HYDROLOGY,-20.15,137.15,NT,2024/03/01 01:51:43
"POINT (132.195491466276 -20.6268138062847)","256840",NT_12371,"12371",Dingo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.6268,132.1955,NT,2024/03/01 01:51:43
"POINT (136.13329172816 -18.5500137367008)","256841",NT_12372,"12372",Dingo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.55,136.1333,NT,2024/03/01 01:51:43
"POINT (135.84999170251 -18.4000137461872)","256842",NT_12373,"12373",Dingo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.4,135.85,NT,2024/03/01 01:51:43
"POINT (134.049991644725 -21.5333137675982)","256843",NT_12379,"12379",Dinner Camp Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21.5333,134.05,NT,2024/03/01 01:51:43
"POINT (134.836291569837 -16.1833137902379)","256844",NT_11392,"11392",Burash Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.1833,134.8363,NT,2024/03/01 01:51:43
"POINT (130.044391264038 -15.7579138598092)","256845",NT_11403,"11403",Burketown Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-15.7579,130.0444,NT,2024/03/01 01:51:43
"POINT (135.166691717405 -20.6500137477352)","256846",NT_11412,"11412",Burrabelly Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.65,135.1667,NT,2024/03/01 01:51:43
"POINT (132.116691509533 -23.9333137837548)","256847",NT_11789,"11789",Clearhole Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.9333,132.1167,NT,2024/03/01 01:51:43
"POINT (132.787491378544 -12.3188138604173)","256848",NT_11810,"11810",Cobabby Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-12.3188,132.7875,NT,2024/03/01 01:51:43
"POINT (129.042691201796 -15.9675138595991)","256849",NT_11820,"11820",Cockatoo Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-15.9675,129.0427,NT,2024/03/01 01:51:43
"POINT (135.166691716427 -20.6167137479859)","256850",NT_11821,"11821",Cockatoo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.6167,135.1667,NT,2024/03/01 01:51:43
"POINT (135.016691714854 -21.0000137489666)","256851",NT_11986,"11986",Coulter Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-21,135.0167,NT,2024/03/01 01:51:43
"POINT (135.054891795711 -23.6129137286764)","256852",NT_11987,"11987",Coulthards Gap Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-23.6129,135.0549,NT,2024/03/01 01:51:43
"POINT (132.538591372271 -12.6756138612624)","256853",NT_11988,"11988",Couramoul Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-12.6756,132.5386,NT,2024/03/01 01:51:43
"POINT (137.799991914706 -20.1000136685969)","256854",NT_12283,"12283",Deception Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.1,137.8,NT,2024/03/01 01:51:43
"POINT (131.380291320346 -13.0200138719018)","256855",NT_12298,"12298",Deepwater,WATERHOLE,WATER POINT,HYDROLOGY,-13.02,131.3803,NT,2024/03/01 01:51:43
"POINT (134.767091479798 -12.7603138187634)","256856",NT_11418,"11418",Burrum-Naddam Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-12.7603,134.7671,NT,2024/03/01 01:51:43
"POINT (134.049991592963 -19.3667137837185)","256857",NT_11438,"11438",Butchers Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-19.3667,134.05,NT,2024/03/01 01:51:43
"POINT (135.956191640995 -16.2057137602473)","256858",NT_11995,"11995",Cow Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-16.2057,135.9562,NT,2024/03/01 01:51:43
"POINT (136.163691869939 -22.6302137047172)","256859",NT_11570,"11570",Cappocks Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.6302,136.1637,NT,2024/03/01 01:51:43
"POINT (133.749991473966 -14.8667138241384)","256860",NT_12030,"12030",Crescent Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-14.8667,133.75,NT,2024/03/01 01:51:43
"POINT (136.08329165092 -16.2667137560417)","256861",NT_11574,"11574",Caranbirini Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.2667,136.0833,NT,2024/03/01 01:51:43
"POINT (137.805391809684 -17.5284136886464)","256862",NT_12041,"12041",Crocodile Hole,WATERHOLE,WATER POINT,HYDROLOGY,-17.5284,137.8054,NT,2024/03/01 01:51:43
"POINT (134.099991577266 -18.5333137889451)","256863",NT_11585,"11585",Carmilly Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.5333,134.1,NT,2024/03/01 01:51:43
"POINT (137.799991862995 -18.8500136783859)","256864",NT_11592,"11592",Carrara Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.85,137.8,NT,2024/03/01 01:51:43
"POINT (136.38329175572 -18.816713726996)","256865",NT_12075,"12075",Crows Nest Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-18.8167,136.3833,NT,2024/03/01 01:51:43
"POINT (135.872291826675 -22.1562137169509)","256866",NT_12085,"12085",Cuckoo Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-22.1562,135.8723,NT,2024/03/01 01:51:43
"POINT (131.486291321368 -12.5903138741901)","256867",NT_11481,"11481",Calf Billabong,WATERHOLE,WATER POINT,HYDROLOGY,-12.5903,131.4863,NT,2024/03/01 01:51:43
"POINT (134.116691490504 -14.6667138182879)","256868",NT_11486,"11486",Cambana Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-14.6667,134.1167,NT,2024/03/01 01:51:43
"POINT (136.416691747339 -18.5000137284158)","256869",NT_11503,"11503",Cameron Lagoon,WATERHOLE,WATER POINT,HYDROLOGY,-18.5,136.4167,NT,2024/03/01 01:51:43
"POINT (133.96669152999 -16.8667138044196)","256870",NT_12101,"12101",Cunanningi Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.8667,133.9667,NT,2024/03/01 01:51:43
"POINT (132.128591459592 -20.5568138076691)","256871",NT_12109,"12109",Curlew Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-20.5568,132.1286,NT,2024/03/01 01:51:43
"POINT (135.19999159939 -16.4234137792746)","256872",NT_11212,"11212",Broadmere Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-16.4234,135.2,NT,2024/03/01 01:51:43
"POINT (136.233291675553 -16.7333137478784)","256873",NT_11620,"11620",Catfish Hole,WATERHOLE,WATER POINT,HYDROLOGY,-16.7333,136.2333,NT,2024/03/01 01:51:43
"POINT (130.565691310202 -17.9682138412406)","256874",NT_11621,"11621",Catfish Waterhole,WATERHOLE,WATER POINT,HYDROLOGY,-17.9682,130.5657,NT,2024/03/01 01:51:43
