,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,Gender,Aboriginal Origins,IsIndigenous,Traditional Owner Group,Traditional Owner Description,Gazette Published date,Gazette Reference,Gazette URL,Historical Information,Origin Language,Australian Indigenous Language,Anzac Related Name,Date First Recorded Day,Date First Recorded Month,Date First Recorded Year,Source,Author,Title,Date Published Day,Date Published Month,Date Published Year,Publisher,Place of Publication,Pages(s),Editor,Chapter Title,Journal Name,Issue,Year,Newspaper,File Number,Site Owner,Page Title,Site Title,Url,Location,Type of Artefact,Cartographer,Scale,Informant,Tape Title,Tape Number,Municipal Name,Endorsed by Council,Council Minutes,Organisation Name,Endorsed by GPNAP,WKT
45584,VIC,YARRA RANGES SHIRE,123782,VICTORIA ROAD PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,145.3361129,-37.7551679,19522,,,FALSE,,,2019-03-04,S69,,"'When Marian Aveling was researching for her book, 'Lilydale. The Billanook Country' a diary of Surveyor John Hardy revealed his account of how the name was given.' 'In part the quotation reads '...My chainman... had been singing some popular songs of which one was 'Lilly Dale'. By phonetic transition the oft repeated name in the song suggested a dale with lillies growing in the stream, as indeed there were pools of the creek.'",,,,,,,Manuscript,Place Names Committee Files,Submission,11,5,1984,,,1,,,,,,,PNC file number 1027,,,,,,,,,,,,,,,,,POINT (145.3361129 -37.7551679)
45585,VIC,BOROONDARA CITY,28061,VICTORIA ROAD RESERVE,REGISTERED,PARK,PARK,145.0470892,-37.8215146,28552,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0470892 -37.8215146)
45586,VIC,EAST GIPPSLAND SHIRE,28062,VICTORIA STAR MINE,REGISTERED,MIOC,MINE (OPEN CUT),148.8818456,-37.1879655,28553,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.8818456 -37.1879655)
45587,VIC,BOROONDARA CITY,28063,VICTORIA STREET BRIDGE,REGISTERED,ROBR,ROAD BRIDGE,145.0176448,-37.8129035,28554,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0176448 -37.8129035)
45588,VIC,DAREBIN CITY,118100,VICTORIA STREET EARLY LEARNING CENTRE,RECORDED,EAED,EARLY EDUCATION,145.016925,-37.748484,117855,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.016925 -37.748484)
45589,VIC,MARIBYRNONG CITY,123022,VICTORIA UNIVERSITY - FOOTSCRAY NICHOLSON CAMPUS,REGISTERED,UNIV,UNIVERSITY,144.8991412,-37.8044464,122387,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8991412 -37.8044464)
45590,VIC,MARIBYRNONG CITY,123012,VICTORIA UNIVERSITY - FOOTSCRAY PARK CAMPUS,REGISTERED,UNIV,UNIVERSITY,144.8990841,-37.7933165,122377,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8990841 -37.7933165)
45591,VIC,MARIBYRNONG CITY,118101,VICTORIA UNIVERSITY CHILDRENS CENTRE -FOOTSCRAY NICHOLSON,RECORDED,UNIV,UNIVERSITY,144.8976,-37.805,117856,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8976 -37.805)
45592,VIC,MARIBYRNONG CITY,118102,VICTORIA UNIVERSITY CHILDRENS CENTRE -FOOTSCRAY PARK,RECORDED,UNIV,UNIVERSITY,144.899454,-37.794702,117857,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.899454 -37.794702)
45593,VIC,HOBSONS BAY CITY,118103,VICTORIA UNIVERSITY CHILDRENS CENTRE -NEWPORT,RECORDED,UNIV,UNIVERSITY,144.876412,-37.849578,117858,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.876412 -37.849578)
45594,VIC,WYNDHAM CITY,118104,VICTORIA UNIVERSITY CHILDRENS CENTRE -WERRIBEE CAMPUS,RECORDED,UNIV,UNIVERSITY,144.699948,-37.887555,117859,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.699948 -37.887555)
45595,VIC,BRIMBANK CITY,105663,VICTORIA UNIVERSITY SECONDARY COLLEGE - BRIMBANK CAMPUS,REGISTERED,SESC,SECONDARY SCHOOL,144.785961,-37.7403019,105433,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.785961 -37.7403019)
45596,VIC,BRIMBANK CITY,103911,VICTORIA UNIVERSITY SECONDARY COLLEGE - BRIMBANK CAMPUS,REGISTERED,SESC,SECONDARY SCHOOL,144.785632,-37.7400888,103744,,,FALSE,,,2011-04-21,"G886, p16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.785632 -37.7400888)
45597,VIC,BRIMBANK CITY,103912,VICTORIA UNIVERSITY SECONDARY COLLEGE - DEER PARK CAMPUS,REGISTERED,SESC,SECONDARY SCHOOL,144.766511,-37.7590408,14153,No Gender,,FALSE,,,2011-04-21,"G16, p886",,Named after Victoria University that is within close proximity.  ,,,,21,4,2011,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Departement of Education and Early Childhood Development,,POINT (144.766511 -37.7590408)
45598,VIC,BRIMBANK CITY,105664,VICTORIA UNIVERSITY SECONDARY COLLEGE - DEER PARK CAMPUS,REGISTERED,SESC,SECONDARY SCHOOL,144.7670842,-37.758886,105434,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7670842 -37.758886)
45599,VIC,SOUTHERN GRAMPIANS SHIRE,103162,VICTORIA VALLEY,REGISTERED,LOCB,LOCALITY,142.3353591,-37.5228203,103148,,,FALSE,,,1999-04-29,"G17, p.976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.3353591 -37.5228203)
45600,VIC,NORTHERN GRAMPIANS SHIRE,28065,VICTORIA VALLEY AIRSTRIP,REGISTERED,LAAR,LANDING AREA,142.3384787,-37.1840145,8141,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.3384787 -37.1840145)
45601,VIC,SOUTHERN GRAMPIANS SHIRE,28066,VICTORIA VALLEY FIRE STATION,REGISTERED,FIST,FIRE STATION,142.3251045,-37.5554158,8142,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.3251045 -37.5554158)
45602,VIC,SOUTHERN GRAMPIANS SHIRE,28067,VICTORIA VALLEY PUBLIC HALL,REGISTERED,HALL,HALL,142.3245897,-37.5556811,8143,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.3245897 -37.5556811)
45603,VIC,SOUTHERN GRAMPIANS SHIRE,28068,VICTORIA VALLEY TELEPHONE EXCHANGE,ARCHIVED,TEEX,TELEPHONE EXCHANGE,142.286812,-37.56207,8144,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.286812 -37.56207)
45604,VIC,MELBOURNE CITY,28069,VICTORIAN COLLEGE FOR THE DEAF,REGISTERED,SPSC,SPECIAL SCHOOL,144.9823119,-37.8497608,28562,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9823119 -37.8497608)
45605,VIC,MELBOURNE CITY,33752,VICTORIAN COLLEGE OF THE ARTS SCHOOL,HISTORICAL,SESC,SECONDARY SCHOOL,144.9647719,-37.8282167,28563,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9647719 -37.8282167)
45606,VIC,MELBOURNE CITY,28070,VICTORIAN COLLEGE OF THE ARTS SECONDARY SCHOOL,REGISTERED,SESC,SECONDARY SCHOOL,144.9647719,-37.8282167,28563,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9647719 -37.8282167)
45607,VIC,HORSHAM RURAL CITY,28071,VICTORIAN CROPS RESEARCH INSTITUTE,REGISTERED,FARM,FARM,142.1745695,-36.7211207,8146,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.1745695 -36.7211207)
45608,VIC,MOIRA SHIRE,28072,VICTORIAN ISLAND,REGISTERED,ISLA,ISLAND,145.9476449,-35.9631813,28564,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.9476449 -35.9631813)
45609,VIC,MORELAND CITY,60106,VICTORIAN P-12 COLLEGE OF KOORIE EDUCATION - GLENROY CAMPUS,REGISTERED,PRSS,PRIMARY AND SECONDARY SCHOOL,144.9201449,-37.69874,60093,,,FALSE,,,2006-02-02,"G5, page 161",,On 13 October 2005 the Minister for Education and Training announced plans to develop centres of education excellence for Koorie students through the establishment of a new P-12 College with a number of campuses across the State.,,,,2,2,2006,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Education,,POINT (144.9201449 -37.69874)
45610,VIC,MILDURA RURAL CITY,60107,VICTORIAN P-12 COLLEGE OF KOORIE EDUCATION - MILDURA CAMPUS,REGISTERED,PRSS,PRIMARY AND SECONDARY SCHOOL,142.1676456,-34.2042922,60094,,,FALSE,,,2006-02-02,"G5, page 161",,On 13 October 2005 the Minister for Education and Training announced plans to develop centres of education excellence for Koorie students through the establishment of a new P-12 College with a number of campuses across the State.,,,,2,2,2006,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Education,,POINT (142.1676456 -34.2042922)
45611,VIC,SWAN HILL RURAL CITY,60108,VICTORIAN P-12 COLLEGE OF KOORIE EDUCATION-SWAN HILL CAMPUS,REGISTERED,PRSS,PRIMARY AND SECONDARY SCHOOL,143.5633397,-35.3569311,60095,,,FALSE,,,2006-02-02,"G5, page 161",,On 13 October 2005 the Minister for Education and Training announced plans to develop centres of education excellence for Koorie students through the establishment of a new P-12 College with a number of campuses across the State.,,,,2,2,2006,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Education,,POINT (143.5633397 -35.3569311)
45612,VIC,SWAN HILL RURAL CITY,60108,VICTORIAN P-12 COLLEGE OF KOORIE EDUCATION-SWAN HILL CAMPUS,REGISTERED,PRSS,PRIMARY AND SECONDARY SCHOOL,143.5633397,-35.3569311,60095,,,FALSE,,,2006-02-02,"G5, page 161",,Traditional name: Martyrocquert. 'Platypus',Indigenous,Yes,,,,1878,Book,"Smyth, Robert Brough",The Aborigines of Victoria,,,1878,Government Printer,Melbourne,176,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.5633397 -35.3569311)
45613,VIC,LATROBE CITY,60109,VICTORIAN P-12 COLLEGE OF KOORIE EDUCATION-WOOLUM BELLUM (MORWELL) CAMPUS,REGISTERED,PRSS,PRIMARY AND SECONDARY SCHOOL,146.4056223,-38.231523,60096,,,FALSE,,,2006-02-02,"G5, page 161",,On 13 October 2005 the Minister for Education and Training announced plans to develop centres of education excellence for Koorie students through the establishment of a new P-12 College with a number of campuses across the State.,,,,2,2,2006,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Education,,POINT (146.4056223 -38.231523)
45614,VIC,HOBSONS BAY CITY,28073,VICTORIAN RAILWAYS TECHNICAL COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,144.8801448,-37.8520701,28565,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8801448 -37.8520701)
45615,VIC,MELBOURNE CITY,33751,VICTORIAN SCHOOL FOR DEAF CHILDREN,HISTORICAL,SPSC,SPECIAL SCHOOL,144.9823119,-37.8497608,28562,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9823119 -37.8497608)
45616,VIC,DAREBIN CITY,107045,VICTORIAN SCHOOL OF LANGUAGES,REGISTERED,TEIN,TERTIARY INSTITUTION,145.025839,-37.761935,106804,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.025839 -37.761935)
45617,VIC,MONASH CITY,28074,VICTORIAN SCHOOLS NURSERY,REGISTERED,CHCA,CHILD CARE,145.0779226,-37.8951257,28566,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0779226 -37.8951257)
45618,VIC,WODONGA CITY,119296,VICTORIAN YMCA COMMUNITY PROGRAMMING PTY LTD,RECORDED,COCE,COMMUNITY CENTRE,146.861989,-36.125658,119051,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.861989 -36.125658)
45619,VIC,UNINCORPORATED,34413,VICTORY BIGHT,HISTORICAL,BAY,BAY,144.6199861,-38.2814354,19939,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.6199861 -38.2814354)
45620,VIC,GREATER BENDIGO CITY,106954,VICTORY CHRISTIAN COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,144.313462,-36.782612,106713,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.313462 -36.782612)
45621,VIC,WODONGA CITY,106955,VICTORY LUTHERAN COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,146.847617,-36.115994,106714,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.847617 -36.115994)
45622,VIC,BALLARAT CITY,104627,VICTORY PARK,REGISTERED,PARK,PARK,143.8384843,-37.5931223,104431,,,FALSE,,,2012-06-21,"G25, Page 1302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.8384843 -37.5931223)
45623,VIC,MELBOURNE CITY,28075,VICTORY PARK,REGISTERED,PARK,PARK,144.9123543,-37.7795682,28567,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9123543 -37.7795682)
45624,VIC,UNINCORPORATED,28076,VICTORY SHOAL,REGISTERED,SHMA,SHOAL (MARINE),144.632367,-38.2815146,28568,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.632367 -38.2815146)
45625,VIC,WEST WIMMERA SHIRE,28077,VICTORY SWAMP,REGISTERED,WETL,WETLAND,141.1725,-36.759431,30419,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (141.1725 -36.759431)
45626,VIC,MITCHELL SHIRE,28079,VIEW BANK,REGISTERED,SUMA,SURVEY MARKER,145.0118116,-37.3479035,28570,,,FALSE,,,,,,Named after a 'farm and homestead'.,,,,,,,Book,Place Names Committee Files,Letter,21,9,1969,Government Printer,Melbourne,1,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0118116 -37.3479035)
45627,VIC,BANYULE CITY,28080,VIEW BANK RESERVE,REGISTERED,PARK,PARK,145.0934781,-37.74124,28571,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0934781 -37.74124)
45628,VIC,SURF COAST SHIRE,28081,VIEW HILL,REGISTERED,HILL,HILL,143.9143375,-38.4359488,8147,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.9143375 -38.4359488)
45629,VIC,YARRA RANGES SHIRE,33106,VIEW HILL,HISTORICAL,MOUN,MOUNTAIN,145.7344754,-37.8268485,22119,,,FALSE,,,,,,Traditional Name: Tarrarwarra Explanation: N/A Discussion on Current Name: Kaborer in Smyth Papers SLV.,Woiwurrung,Yes,,,,,Website,"Clark, Ian and Heydon, Toby",,,,2011,,,,,,,,,,,Victorian Aboriginal Corporation for Languages,,Victorian Aboriginal Corporation for Languages,http://www.vaclang.org.au,,,,,,,,,,,,,POINT (145.7344754 -37.8268485)
45630,VIC,YARRA RANGES SHIRE,33106,VIEW HILL,HISTORICAL,MOUN,MOUNTAIN,145.7344754,-37.8268485,22119,,,FALSE,,,,,,"Pastoral run (4,900 ha, 1845-72) in the Watts River and Fernshaw area. Named after View Hill (later Paul) Creek*. See also Dalry.",,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.7344754 -37.8268485)
45631,VIC,MACEDON RANGES SHIRE,28082,VIEW HILL,REGISTERED,HILL,HILL,144.7970337,-37.3111887,28572,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7970337 -37.3111887)
45632,VIC,GREATER BENDIGO CITY,33181,VIEW HILL,HISTORICAL,HILL,HILL,144.3009675,-36.8026832,23014,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.3009675 -36.8026832)
45633,VIC,YARRA RANGES SHIRE,33210,VIEW HILL CREEK,HISTORICAL,WACO,WATERCOURSE,145.4234311,-37.6581916,23281,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4234311 -37.6581916)
45634,VIC,ALPINE SHIRE,28087,VIEW POINT,REGISTERED,PEAK,PEAK,146.822089,-36.7334592,28574,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.822089 -36.7334592)
45635,VIC,MANSFIELD SHIRE,28088,VIEW POINT,REGISTERED,NBHD,NEIGHBOURHOOD,146.1870891,-37.4734591,28575,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.1870891 -37.4734591)
45636,VIC,WELLINGTON SHIRE,28089,VIEW POINT,REGISTERED,POIN,POINT,147.1232127,-37.4364671,28576,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.1232127 -37.4364671)
45637,VIC,BALLARAT CITY,28085,VIEW POINT,REGISTERED,POIN,POINT,143.8413873,-37.552852,8150,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.8413873 -37.552852)
45638,VIC,NORTHERN GRAMPIANS SHIRE,28083,VIEW POINT,REGISTERED,HILL,HILL,143.2363522,-36.6187683,8148,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.2363522 -36.6187683)
45639,VIC,NORTHERN GRAMPIANS SHIRE,28084,VIEW POINT,REGISTERED,PEAK,PEAK,142.5279231,-37.18624,8149,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.5279231 -37.18624)
45640,VIC,WELLINGTON SHIRE,28086,VIEW POINT,REGISTERED,MOUN,MOUNTAIN,146.6761715,-37.2054842,28573,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.6761715 -37.2054842)
45641,VIC,ALPINE SHIRE,28090,VIEW POINT NATURE WALK,REGISTERED,WLTR,WALKING TRACK,146.81876,-36.7334592,28577,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.81876 -36.7334592)
45642,VIC,BANYULE CITY,103163,VIEWBANK,REGISTERED,LOCB,LOCALITY,145.0943861,-37.740644,103149,No Gender,,FALSE,,,2000-04-27,"G17, p.848",,"Viewbank (Aberdeenshire and Perth & Kinross). The suburb evidently takes its name from the property established by James Williamson in 1839-40 (Brown-May & Swain, 2005, p. 750). According to the Parliament of NSW website, James Williamson (1811-1881) was born in Edinburgh. He purchased Viewbank in 1839, was an Elective Member of the first Legislative Council 1843 - 1856 for the District of Port Phillip and moved to NSW in 1858. ",,,,,,,Website,Ian Kendall,,,1,2011,,,,,,,,,,,Ian Kendall,"Scottish Place Names - Melbourne, Australia",Rampant Scotland,http://www.rampantscotland.com/placenames/placename_melbourne.htm,,,,,,,,,,,,,POINT (145.0943861 -37.740644)
45643,VIC,BANYULE CITY,103163,VIEWBANK,REGISTERED,LOCB,LOCALITY,145.0943861,-37.740644,103149,No Gender,,FALSE,,,2000-04-27,"G17, p.848",,Viewbank takes its name from the 192 acre property established by James Williamson in 1839-1840. ,,,,,,,Website,Jamie First,,7,1,2014,,,,,,,,,,,Herald Sun,The A-Z story of Melbourne's suburbs,Herald Sun,https://www.heraldsun.com.au/news/victoria/the-az-story-of-melbournes-suburbs/news-story/6f7611b7df2,,,,,,,,,,,,,POINT (145.0943861 -37.740644)
45644,VIC,BANYULE CITY,118105,VIEWBANK CHILD CARE CENTRE,RECORDED,CHCA,CHILD CARE,145.101914,-37.730124,117860,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.101914 -37.730124)
45645,VIC,BANYULE CITY,52020,VIEWBANK COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,145.0865959,-37.7411828,53017,No Gender,,FALSE,,,1999-12-16,"G50, page 2669",,Name adopted when Banyule Secondary College and Rosanna East High School amalgamated in 1994.  Name formally registered in 1999,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banyule City Council,,POINT (145.0865959 -37.7411828)
45646,VIC,BANYULE CITY,118106,VIEWBANK PRESCHOOL,RECORDED,EAED,EARLY EDUCATION,145.0869609,-37.7331048,117861,No Gender,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0869609 -37.7331048)
45647,VIC,BANYULE CITY,28091,VIEWBANK PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,145.0899959,-37.7347168,28579,No Gender,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0899959 -37.7347168)
45648,VIC,GREATER BENDIGO CITY,28092,VIEWING ROCK LOOKOUT,REGISTERED,HILL,HILL,144.7165402,-36.9205883,28580,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.7165402 -36.9205883)
45649,VIC,MILDURA RURAL CITY,28093,VIGAR TANK,REGISTERED,WATA,WATER TANK,141.4418124,-34.35874,8151,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (141.4418124 -34.35874)
45650,VIC,ALPINE SHIRE,28094,VIKING SADDLE,REGISTERED,PASS,PASS,146.7126151,-37.1151446,28581,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.7126151 -37.1151446)
45651,VIC,WELLINGTON SHIRE,121830,VILLAGE GREEN RESERVE,REGISTERED,PARK,PARK,147.0812632,-37.9668567,121225,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.0812632 -37.9668567)
45652,VIC,EAST GIPPSLAND SHIRE,120809,VILLAGE GREEN RESERVE,REGISTERED,PARK,PARK,147.85623,-37.8877477,120286,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.85623 -37.8877477)
45653,VIC,MAROONDAH CITY,106271,VILLAGE SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,145.2944975,-37.7637354,106030,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.2944975 -37.7637354)
45654,VIC,MOUNT BULLER ALPINE RESORT (UNINCORPORATED),122286,VILLAGE SNOW PLAY AREA,REGISTERED,SLOP,SLOPE,146.4494114,-37.1455397,121669,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.4494114 -37.1455397)
45655,VIC,MOUNT BULLER ALPINE RESORT (UNINCORPORATED),122287,VILLAGE TOBOGGAN RUN,HISTORICAL,SLOP,SLOPE,146.4494114,-37.1455397,121669,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.4494114 -37.1455397)
45656,VIC,MORNINGTON PENINSULA SHIRE,121535,VILLAWOOD DRIVE RESERVE,REGISTERED,PARK,PARK,145.180151,-38.303794,120931,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.180151 -38.303794)
45657,VIC,UNINCORPORATED,28095,VILLIERS,REGISTERED,CNTY,COUNTY,142.3345897,-37.9984589,30411,,,FALSE,,,,,,"After Hon. E. E. Villiers, 1841.",,,,,,1841,Book,John George Saxton,Victoria Place-Names And Their Origin,,,1907,Saxton and Buckie,Clifton Hill,-,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.3345897 -37.9984589)
45658,VIC,BANYULE CITY,123035,VIN HEFFERNAN PARK,REGISTERED,PARK,PARK,145.0510716,-37.745368,122400,Man,,FALSE,,,2016-09-08,"G36, Page 2196",,"The park was created as part of the residential development on the former Haig Street Primary School site. The park is named in honour of Vin Heffernan OAM, Councilor - City Of Heidelberg (1966-1985) Mayor (1979-80), State Member for Ivanhoe (1985-1996) and Minister for Small Business and Youth Affairs (1992-1996). There is a strong local connection to Vin Heffernan in Heidelberg Heights with the former Haig Street Primary School library, which stood on the site, named in his honour.",,,,,,,Council,,,,,,,,Item 4.4,,,,,,,,,,,,,,,,,,,Banyule City Council,Yes,"Available on Council website, www.banyule.vic.gov.au",,,POINT (145.0510716 -37.745368)
45659,VIC,BANYULE CITY,60048,VIN HEFFERNAN RESERVE,HISTORICAL,PARK,PARK,145.0932669,-37.7363857,60043,Man,,FALSE,,,2005-05-05,"G18, page 866",,"The park was formerly known as Vin Heffernan Reserve. It was renamed in 2016 in order to free up the name 'Vin Heffernan' for use in a more suitable location.
Community consultation to rename the reserve occurred in early 2016. The name Radio Park is in recognition of a radio relay tower which was formerly located near the site prior to its development.",,,,30,6,2016,Council,,,,,,,,Item 4.2 Page 10,,,,,,,,,,,,,,,,,,,Banyule City Council,Yes,"Banyule City Council, Ordinary Meeting of Council Minutes 18 April 2016",,,POINT (145.0932669 -37.7363857)
