WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,STATUS
POINT (146.13171 -41.83462),200061,TAS_22663X,22663X,Survey Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.83462,146.13171,TAS,2024-07-07,gazetted
POINT (147.58663 -41.10029),200062,TAS_1946D,1946D,Surveyors Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.10029,147.58663,TAS,2024-07-07,gazetted
POINT (147.46721 -42.84885),200063,TAS_9480M,9480M,Sutcliffes Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.84885,147.46721,TAS,2024-07-07,gazetted
POINT (145.86184 -41.67843),200064,TAS_6023W,6023W,Suttons Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.67843,145.86184,TAS,2024-07-07,gazetted
POINT (147.98622 -41.03608),200065,TAS_7635G,7635G,Swain Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.03608,147.98622,TAS,2024-07-07,gazetted
POINT (145.9867 -41.78293),200066,TAS_430R,430R,Swallow Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.78293,145.9867,TAS,2024-07-07,gazetted
POINT (146.30798 -43.51249),200067,TAS_10938X,10938X,Swallow Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.51249,146.30798,TAS,2024-07-07,gazetted
POINT (147.00907 -42.84417),200068,TAS_9481P,9481P,Swamp Gum Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.84417,147.00907,TAS,2024-07-07,gazetted
POINT (146.85415 -41.60355),200069,TAS_2406F,2406F,Swamp Gum Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.60355,146.85415,TAS,2024-07-07,gazetted
POINT (147.18316 -42.54688),200070,TAS_8953J,8953J,Swampy Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.54688,147.18316,TAS,2024-07-07,gazetted
POINT (146.19643 -42.89974),200071,TAS_9099B,9099B,Swampy Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.89974,146.19643,TAS,2024-07-07,gazetted
POINT (147.04744 -41.26597),200072,TAS_4887X,4887X,Swan Bay Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.26597,147.04744,TAS,2024-07-07,gazetted
POINT (144.80863 -40.73619),200073,TAS_12653E,12653E,Swan Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.73619,144.80863,TAS,2024-07-07,gazetted
POINT (145.53258 -42.01625),200074,TAS_4326S,4326S,Swan Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.01625,145.53258,TAS,2024-07-07,gazetted
POINT (148.08738 -41.86325),200075,TAS_2650J,2650J,Swan River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.86325,148.08738,TAS,2024-07-07,gazetted
POINT (148.05591 -41.21416),200076,TAS_8711Q,8711Q,Swan Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.21416,148.05591,TAS,2024-07-07,gazetted
POINT (147.74725 -41.06289),200077,TAS_8632S,8632S,Swanee Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.06289,147.74725,TAS,2024-07-07,gazetted
POINT (147.19385 -41.41632),200078,TAS_19838J,19838J,Swedes Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.41632,147.19385,TAS,2024-07-07,gazetted
POINT (145.41705 -41.73781),200079,TAS_3976F,3976F,Sweeney Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.73781,145.41705,TAS,2024-07-07,gazetted
POINT (147.73742 -41.39241),200080,TAS_15621R,15621R,Sweets Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.39241,147.73742,TAS,2024-07-07,gazetted
POINT (148.08702 -41.92267),200081,TAS_14250X,14250X,Sweetwater Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.92267,148.08702,TAS,2024-07-07,gazetted
POINT (145.46335 -42.22128),200082,TAS_15342B,15342B,Swift Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.22128,145.46335,TAS,2024-07-07,gazetted
POINT (146.05274 -41.6032),200083,TAS_2540T,2540T,Swift Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.6032,146.05274,TAS,2024-07-07,gazetted
POINT (148.26557 -41.23877),200084,TAS_8712S,8712S,Swimcart Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.23877,148.26557,TAS,2024-07-07,gazetted
POINT (146.8699 -43.018),200085,TAS_5853R,5853R,Swing Gate Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.018,146.8699,TAS,2024-07-07,gazetted
POINT (144.73492 -41.27581),200086,TAS_16201N,16201N,Symes Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.27581,144.73492,TAS,2024-07-07,gazetted
POINT (147.07479 -41.27945),200087,TAS_4888A,4888A,Symons Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.27945,147.07479,TAS,2024-07-07,gazetted
POINT (146.84967 -42.21574),200088,TAS_13226D,13226D,Synnots Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.21574,146.84967,TAS,2024-07-07,gazetted
POINT (147.87384 -41.18117),200089,TAS_8641W,8641W,T W T Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.18117,147.87384,TAS,2024-07-07,gazetted
POINT (145.26795 -42.30486),200090,TAS_8248A,8248A,Table Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.30486,145.26795,TAS,2024-07-07,gazetted
POINT (147.60433 -42.02169),200091,TAS_11511C,11511C,Tacky Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.02169,147.60433,TAS,2024-07-07,gazetted
POINT (146.06565 -42.21019),200092,TAS_4452H,4452H,Taffys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.21019,146.06565,TAS,2024-07-07,gazetted
POINT (147.40653 -41.28704),200093,TAS_9163G,9163G,Taits Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.28704,147.40653,TAS,2024-07-07,gazetted
POINT (147.05514 -42.9577),200094,TAS_9482R,9482R,Talbots Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.9577,147.05514,TAS,2024-07-07,gazetted
POINT (147.86508 -40.9664),200095,TAS_7556J,7556J,Talina River,WATERCOURSE,WATERWAY,HYDROLOGY,-40.9664,147.86508,TAS,2024-07-07,gazetted
POINT (147.90427 -41.18036),200096,TAS_8633W,8633W,Tallewang Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.18036,147.90427,TAS,2024-07-07,gazetted
POINT (145.53617 -41.81615),200097,TAS_9831E,9831E,Talune Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.81615,145.53617,TAS,2024-07-07,gazetted
POINT (147.65143 -41.55868),200098,TAS_13742B,13742B,Talus Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.55868,147.65143,TAS,2024-07-07,gazetted
POINT (147.06092 -41.00594),200099,TAS_19059T,19059T,Tam O'Shanter Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.00594,147.06092,TAS,2024-07-07,gazetted
POINT (148.0362 -40.95339),200100,TAS_7619G,7619G,Tamar Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.95339,148.0362,TAS,2024-07-07,gazetted
POINT (145.18253 -41.68246),200101,TAS_3064K,3064K,Tandy Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.68246,145.18253,TAS,2024-07-07,gazetted
POINT (147.71912 -42.81341),200102,TAS_4783D,4783D,Tanners Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.81341,147.71912,TAS,2024-07-07,gazetted
POINT (146.43983 -43.35043),200103,TAS_3430A,3430A,Tannin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.35043,146.43983,TAS,2024-07-07,gazetted
POINT (147.85421 -43.09329),200104,TAS_22125K,22125K,Taranna Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.09329,147.85421,TAS,2024-07-07,gazetted
POINT (145.12199 -41.82575),200105,TAS_2585B,2585B,Tasman River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.82575,145.12199,TAS,2024-07-07,gazetted
POINT (147.72086 -41.65885),200106,TAS_14480F,14480F,Tasmania Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.65885,147.72086,TAS,2024-07-07,gazetted
POINT (147.78918 -42.14108),200107,TAS_5639D,5639D,Tater Garden Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.14108,147.78918,TAS,2024-07-07,gazetted
POINT (147.9127 -43.05663),200108,TAS_8994F,8994F,Tatnells Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.05663,147.9127,TAS,2024-07-07,gazetted
POINT (148.29085 -42.20837),200109,TAS_11124B,11124B,Tawnah Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.20837,148.29085,TAS,2024-07-07,gazetted
POINT (145.5504 -41.43251),200110,TAS_14057T,14057T,Taylors Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.43251,145.5504,TAS,2024-07-07,gazetted
POINT (147.70729 -41.18227),200111,TAS_8634Y,8634Y,Taylors Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.18227,147.70729,TAS,2024-07-07,gazetted
POINT (147.81913 -41.96056),200112,TAS_19355N,19355N,Tea Gully Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.96056,147.81913,TAS,2024-07-07,gazetted
POINT (147.78887 -42.68156),200113,TAS_3304K,3304K,Tea Tree Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.68156,147.78887,TAS,2024-07-07,gazetted
POINT (147.32124 -42.71877),200114,TAS_8954L,8954L,Tea Tree Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.71877,147.32124,TAS,2024-07-07,gazetted
POINT (147.9051 -42.86208),200115,TAS_22127P,22127P,Tea-Tree Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.86208,147.9051,TAS,2024-07-07,gazetted
POINT (147.35787 -41.51719),200116,TAS_11674X,11674X,Tea-Tree Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.51719,147.35787,TAS,2024-07-07,gazetted
POINT (148.21228 -41.14337),200117,TAS_14715M,14715M,Teagardens Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.14337,148.21228,TAS,2024-07-07,gazetted
POINT (146.88054 -43.44478),200118,TAS_9913J,9913J,Teatree Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.44478,146.88054,TAS,2024-07-07,gazetted
POINT (148.08915 -41.07752),200119,TAS_7636J,7636J,Teddy Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.07752,148.08915,TAS,2024-07-07,gazetted
POINT (148.18924 -40.95532),200120,TAS_7620P,7620P,Telegraph Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.95532,148.18924,TAS,2024-07-07,gazetted
POINT (146.72069 -42.00101),200121,TAS_19840T,19840T,Telephone Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.00101,146.72069,TAS,2024-07-07,gazetted
POINT (145.70232 -40.96344),200122,TAS_6112Y,6112Y,Telfords Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.96344,145.70232,TAS,2024-07-07,gazetted
POINT (148.04138 -41.65473),200123,TAS_12759D,12759D,Telopea Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.65473,148.04138,TAS,2024-07-07,gazetted
POINT (144.73939 -41.19685),200124,TAS_8293L,8293L,Templars Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.19685,144.73939,TAS,2024-07-07,gazetted
POINT (147.64551 -41.07577),200125,TAS_8635B,8635B,Ten Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.07577,147.64551,TAS,2024-07-07,gazetted
POINT (145.79656 -41.62345),200126,TAS_6024Y,6024Y,Ten Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.62345,145.79656,TAS,2024-07-07,gazetted
POINT (146.56081 -43.104),200127,TAS_7833W,7833W,Tentfly Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.104,146.56081,TAS,2024-07-07,gazetted
POINT (147.12071 -42.75913),200128,TAS_9483T,9483T,Terra Gully Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.75913,147.12071,TAS,2024-07-07,gazetted
POINT (148.10736 -41.23791),200129,TAS_8713W,8713W,Terrys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.23791,148.10736,TAS,2024-07-07,gazetted
POINT (147.78662 -42.29701),200130,TAS_11512E,11512E,Thallans Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.29701,147.78662,TAS,2024-07-07,gazetted
POINT (147.97134 -41.98229),200131,TAS_10955A,10955A,Thicket Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.98229,147.97134,TAS,2024-07-07,gazetted
POINT (147.13758 -41.20964),200132,TAS_5253K,5253K,Third River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.20964,147.13758,TAS,2024-07-07,gazetted
POINT (145.94581 -42.32752),200133,TAS_597X,597X,Thirkells Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.32752,145.94581,TAS,2024-07-07,gazetted
POINT (145.36006 -41.46471),200134,TAS_17650R,17650R,Thirteen Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.46471,145.36006,TAS,2024-07-07,gazetted
POINT (148.00494 -42.20465),200135,TAS_11125D,11125D,Thirty Acre Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.20465,148.00494,TAS,2024-07-07,gazetted
POINT (145.32148 -42.57527),200136,TAS_8249C,8249C,Thomas Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.57527,145.32148,TAS,2024-07-07,gazetted
POINT (147.31265 -41.22583),200137,TAS_5254M,5254M,Thomas Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.22583,147.31265,TAS,2024-07-07,gazetted
POINT (148.17694 -40.53871),200138,TAS_12221X,12221X,Thomas Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.53871,148.17694,TAS,2024-07-07,gazetted
POINT (148.21357 -41.17373),200139,TAS_14722K,14722K,Thomas Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.17373,148.21357,TAS,2024-07-07,gazetted
POINT (145.55353 -42.20794),200140,TAS_2875A,2875A,Thomas Currie Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.20794,145.55353,TAS,2024-07-07,gazetted
POINT (147.19073 -43.01903),200141,TAS_10350F,10350F,Thomson Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.01903,147.19073,TAS,2024-07-07,gazetted
POINT (146.61141 -41.80308),200142,TAS_20624R,20624R,Thomsons Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.80308,146.61141,TAS,2024-07-07,gazetted
POINT (144.82321 -41.31006),200143,TAS_2156B,2156B,Thornton River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.31006,144.82321,TAS,2024-07-07,gazetted
POINT (145.39548 -41.50097),200144,TAS_17651T,17651T,Three Falls Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.50097,145.39548,TAS,2024-07-07,gazetted
POINT (147.54479 -41.17483),200145,TAS_8636D,8636D,Three Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.17483,147.54479,TAS,2024-07-07,gazetted
POINT (146.68675 -42.09562),200146,TAS_13227F,13227F,Three Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.09562,146.68675,TAS,2024-07-07,gazetted
POINT (145.40457 -41.74635),200147,TAS_22869F,22869F,Three Mile Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.74635,145.40457,TAS,2024-07-07,gazetted
POINT (143.86811 -39.90114),200148,TAS_16405R,16405R,Three Rivers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-39.90114,143.86811,TAS,2024-07-07,gazetted
POINT (148.12931 -41.35553),200149,TAS_5325K,5325K,Three Star Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.35553,148.12931,TAS,2024-07-07,gazetted
POINT (147.82719 -42.59932),200150,TAS_12002W,12002W,Thumbs Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.59932,147.82719,TAS,2024-07-07,gazetted
POINT (147.08076 -41.90182),200151,TAS_11675A,11675A,Thunderstorm Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.90182,147.08076,TAS,2024-07-07,gazetted
POINT (146.0493 -41.49454),200152,TAS_23052C,23052C,Ti Tree Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.49454,146.0493,TAS,2024-07-07,gazetted
POINT (147.71658 -41.49984),200153,TAS_13774T,13774T,Tier Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.49984,147.71658,TAS,2024-07-07,gazetted
POINT (147.73098 -42.46554),200154,TAS_19228X,19228X,Tier Gully Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.46554,147.73098,TAS,2024-07-07,gazetted
POINT (147.12183 -41.91675),200155,TAS_4744L,4744L,Tierney Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.91675,147.12183,TAS,2024-07-07,gazetted
POINT (146.38209 -42.69447),200156,TAS_6543D,6543D,Tiger Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.69447,146.38209,TAS,2024-07-07,gazetted
POINT (147.8562 -42.27967),200157,TAS_5641N,5641N,Tiger Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.27967,147.8562,TAS,2024-07-07,gazetted
POINT (144.71141 -41.09468),200158,TAS_8294N,8294N,Tiger Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.09468,144.71141,TAS,2024-07-07,gazetted
POINT (145.28698 -41.85336),200159,TAS_3917E,3917E,Tillite Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.85336,145.28698,TAS,2024-07-07,gazetted
POINT (146.07465 -42.94161),200160,TAS_9101Y,9101Y,Timber Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.94161,146.07465,TAS,2024-07-07,gazetted
POINT (145.39548 -42.5098),200161,TAS_8250K,8250K,Timbertops Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.5098,145.39548,TAS,2024-07-07,gazetted
POINT (145.17117 -41.59785),200162,TAS_3118F,3118F,Timbs Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.59785,145.17117,TAS,2024-07-07,gazetted
POINT (145.26867 -42.4824),200163,TAS_8251M,8251M,Timms Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.4824,145.26867,TAS,2024-07-07,gazetted
POINT (147.74661 -41.55006),200164,TAS_13775X,13775X,Tims Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.55006,147.74661,TAS,2024-07-07,gazetted
POINT (145.42642 -41.72596),200165,TAS_3977H,3977H,Tin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.72596,145.42642,TAS,2024-07-07,gazetted
POINT (144.01644 -39.82042),200166,TAS_16408A,16408A,Tin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-39.82042,144.01644,TAS,2024-07-07,gazetted
POINT (148.29543 -41.5788),200167,TAS_18087K,18087K,Tin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.5788,148.29543,TAS,2024-07-07,gazetted
POINT (148.00227 -41.21811),200168,TAS_8637F,8637F,Tin Dish Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.21811,148.00227,TAS,2024-07-07,gazetted
POINT (147.45443 -42.30806),200169,TAS_13678T,13678T,Tin Dish Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.30806,147.45443,TAS,2024-07-07,gazetted
POINT (148.13687 -41.05354),200170,TAS_18088M,18088M,Tin Hole Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.05354,148.13687,TAS,2024-07-07,gazetted
POINT (148.1057 -41.08947),200171,TAS_7834Y,7834Y,Tin Hut Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.08947,148.1057,TAS,2024-07-07,gazetted
POINT (147.66779 -42.47848),200172,TAS_11514J,11514J,Tin Pot Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.47848,147.66779,TAS,2024-07-07,gazetted
POINT (147.82288 -41.18162),200173,TAS_8638H,8638H,Tin Pot Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.18162,147.82288,TAS,2024-07-07,gazetted
POINT (146.1504 -41.49543),200174,TAS_2776R,2776R,Tin Spur Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.49543,146.1504,TAS,2024-07-07,gazetted
POINT (147.872344390617 -42.5572338957657),200175,TAS_36457B,36457B,Tinamirakuna,WATERCOURSE,WATERWAY,HYDROLOGY,-42.5572339,147.8723444,TAS,2024-07-07,gazetted
POINT (148.09078 -41.13227),200176,TAS_8714Y,8714Y,Tinkle Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.13227,148.09078,TAS,2024-07-07,gazetted
POINT (146.37174 -41.42067),200177,TAS_21119W,21119W,Tinpot Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.42067,146.37174,TAS,2024-07-07,gazetted
POINT (145.51255 -41.43514),200178,TAS_14067A,14067A,Tinstone Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.43514,145.51255,TAS,2024-07-07,gazetted
POINT (145.50647 -41.83792),200179,TAS_9832G,9832G,Tipperary Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.83792,145.50647,TAS,2024-07-07,gazetted
POINT (145.85371 -41.25394),200180,TAS_6348W,6348W,Tittie Gee Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.25394,145.85371,TAS,2024-07-07,gazetted
POINT (147.3177 -41.1981),200181,TAS_5255P,5255P,Tobacco Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.1981,147.3177,TAS,2024-07-07,gazetted
POINT (145.41243 -41.7013),200182,TAS_3978K,3978K,Tobin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.7013,145.41243,TAS,2024-07-07,gazetted
POINT (147.55434 -42.2921),200183,TAS_11515L,11515L,Todds Run Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.2921,147.55434,TAS,2024-07-07,gazetted
POINT (146.79385 -41.97623),200184,TAS_5039W,5039W,Tods Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.97623,146.79385,TAS,2024-07-07,gazetted
POINT (145.61691 -42.14743),200185,TAS_2872R,2872R,Tofft River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.14743,145.61691,TAS,2024-07-07,gazetted
POINT (147.39807 -41.26194),200186,TAS_4889C,4889C,Toles Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.26194,147.39807,TAS,2024-07-07,gazetted
POINT (145.44713 -41.9201),200187,TAS_89A,89A,Tom Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.9201,145.44713,TAS,2024-07-07,gazetted
POINT (147.22213 -41.95082),200188,TAS_5000K,5000K,Tom Taylors Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.95082,147.22213,TAS,2024-07-07,gazetted
POINT (147.67917 -41.32129),200189,TAS_15627G,15627G,Tom Thumb Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.32129,147.67917,TAS,2024-07-07,gazetted
POINT (147.7628 -40.96433),200190,TAS_1871W,1871W,Tomahawk River,WATERCOURSE,WATERWAY,HYDROLOGY,-40.96433,147.7628,TAS,2024-07-07,gazetted
POINT (146.6543 -43.07312),200191,TAS_2802J,2802J,Tomalah Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.07312,146.6543,TAS,2024-07-07,gazetted
POINT (147.68183 -41.37717),200192,TAS_15625C,15625C,Tombstone Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.37717,147.68183,TAS,2024-07-07,gazetted
POINT (147.68321 -41.73621),200193,TAS_5642Q,5642Q,Tommy Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.73621,147.68321,TAS,2024-07-07,gazetted
POINT (147.81484 -42.65909),200194,TAS_12003Y,12003Y,Tommys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.65909,147.81484,TAS,2024-07-07,gazetted
POINT (146.84974 -42.95397),200195,TAS_15267M,15267M,Toms Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.95397,146.84974,TAS,2024-07-07,gazetted
POINT (145.03974 -41.43885),200196,TAS_17653A,17653A,Toner River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.43885,145.03974,TAS,2024-07-07,gazetted
POINT (148.22069 -41.01734),200197,TAS_18093F,18093F,Tonys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.01734,148.22069,TAS,2024-07-07,gazetted
POINT (145.56959 -42.21648),200198,TAS_2874X,2874X,Tonys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.21648,145.56959,TAS,2024-07-07,gazetted
POINT (144.83233 -41.06145),200199,TAS_4714X,4714X,Toomey Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.06145,144.83233,TAS,2024-07-07,gazetted
POINT (147.75263 -42.20107),200200,TAS_11516N,11516N,Tooms River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.20107,147.75263,TAS,2024-07-07,gazetted
POINT (147.0272 -41.97893),200201,TAS_11676C,11676C,Top Den Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.97893,147.0272,TAS,2024-07-07,gazetted
POINT (145.91577 -41.42799),200202,TAS_14070M,14070M,Tor Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.42799,145.91577,TAS,2024-07-07,gazetted
POINT (145.67385 -41.34125),200203,TAS_14071P,14071P,Toronna Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.34125,145.67385,TAS,2024-07-07,gazetted
POINT (146.84681 -42.75574),200204,TAS_15268P,15268P,Torrent Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.75574,146.84681,TAS,2024-07-07,gazetted
POINT (147.85676 -41.62321),200205,TAS_2567W,2567W,Tower Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.62321,147.85676,TAS,2024-07-07,gazetted
POINT (145.20867 -41.50681),200206,TAS_3119H,3119H,Townsends Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.50681,145.20867,TAS,2024-07-07,gazetted
POINT (145.59156 -42.23224),200207,TAS_9746L,9746L,Township Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.23224,145.59156,TAS,2024-07-07,gazetted
POINT (145.83038 -43.21494),200208,TAS_10534A,10534A,Towterer Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.21494,145.83038,TAS,2024-07-07,gazetted
POINT (144.01874 -39.82402),200209,TAS_16411M,16411M,Track Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-39.82402,144.01874,TAS,2024-07-07,gazetted
POINT (145.59068 -41.45729),200210,TAS_14072R,14072R,Trackham Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.45729,145.59068,TAS,2024-07-07,gazetted
POINT (145.30892 -41.80763),200211,TAS_3918G,3918G,Trail Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.80763,145.30892,TAS,2024-07-07,gazetted
POINT (144.95979 -40.87174),200212,TAS_12654G,12654G,Tram Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.87174,144.95979,TAS,2024-07-07,gazetted
POINT (147.26822 -43.03438),200213,TAS_41381Y,41381Y,Tramway Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.03438,147.26822,TAS,2024-07-07,gazetted
